id,name,state,postcode,lat,lng,area,region
11585,Rathscar West,VIC,3465,-37.021108,143.481855,Ballarat & Western District,South West VIC
11586,Rathscar,VIC,3465,-37.005652,143.546997,Ballarat & Western District,South West VIC
11587,Raukkan,SA,5259,-35.507054,139.13352,Fleurieu Peninsula,Southern SA
11588,Ravenhall,VIC,3023,-37.766501,144.738709,West,Melbourne
11589,Ravensbourne,QLD,4352,-27.360862,152.162879,Toowoomba & District,South East QLD
11590,Ravensdale,NSW,2259,-33.14747,151.288584,Central Coast & Region,"Hunter, Central & Northern NSW"
11591,Ravenshoe,QLD,4888,-17.60798,145.483223,Far North Queensland,Coastal QLD
11592,Ravensthorpe,WA,6346,-33.581822,120.044554,South,Southern WA
11593,Ravenswood South,VIC,3453,-36.934927,144.227601,Greater Bendigo Region,Northern VIC
11594,Ravenswood,NSW,2824,-31.699958,147.847318,Dubbo & Orana,Regional NSW
11595,Ravenswood,QLD,4816,-20.099354,146.886937,Mount Isa & North West,Central & West QLD
11596,Ravenswood,TAS,7250,-41.419106,147.174666,Launceston & Northern,Tasmania
11597,Ravenswood,VIC,3453,-36.899628,144.217529,Greater Bendigo Region,Northern VIC
11598,Ravenswood,WA,6208,-32.561246,115.878117,South,Southern WA
11599,Ravensworth,NSW,2330,-32.443258,151.054961,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
11600,Ravensworth,QLD,4871,-17.348355,143.684382,Far North Queensland,Coastal QLD
11601,Rawbelle,QLD,4630,-25.027406,150.8302,Central,Central & West QLD
11602,Rawdon Island,NSW,2446,-31.419641,152.779062,Mid North Coast,"Hunter, Central & Northern NSW"
11603,Rawdon Vale,NSW,2422,-31.995838,151.709186,Mid North Coast,"Hunter, Central & Northern NSW"
11604,Rawlinna,WA,6434,-31.027614,125.328345,East,Eastern WA
11605,Raworth,NSW,2321,-32.735981,151.607064,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
11606,Rawson,VIC,3825,-37.9573,146.399139,Gippsland,South East VIC
11607,Rawsonville,NSW,2830,-32.167606,148.451172,Dubbo & Orana,Regional NSW
11608,Raymond Island,VIC,3880,-37.9133139,147.7324932,Lakes & Wilderness,South East VIC
11609,Raymond Terrace East,NSW,2324,-32.760671,151.776788,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
11610,Raymond Terrace,NSW,2324,-32.765051,151.743023,Port Stephens,"Hunter, Central & Northern NSW"
11611,Raywood,VIC,3570,-36.535452,144.206583,Greater Bendigo Region,Northern VIC
11612,Razorback,NSW,2571,-34.136585,150.665604,Dubbo & Orana,Regional NSW
11613,Razorback,NSW,2850,-33.033803,149.81923,Dubbo & Orana,Regional NSW
11614,Recherche,TAS,7109,-43.543017,146.89121,Hobart & Southern,Tasmania
11615,Red Cliffs,VIC,3496,-34.308353,142.186534,North Western,Northern VIC
11616,Red Creek,SA,5255,-35.147741,138.972429,South East,Southern SA
11617,Red Gully,WA,6503,-31.08778,115.844505,North,Northern WA
11618,Red Head,NSW,2430,-32.058603,152.531451,Mid North Coast,"Hunter, Central & Northern NSW"
11619,Red Hill Rockhampton,QLD,4701,-23.378941,150.512323,Gladstone Rockhampton & Capricornia,Coastal QLD
11620,Red Hill South,VIC,3937,-38.382404,145.023052,Mornington Peninsula,Melbourne
11621,Red Hill,ACT,2603,-35.340723,149.131106,Inner South,Canberra
11622,Red Hill,NSW,2347,-30.44902,150.630393,Riverina,Regional NSW
11623,Red Hill,NSW,2720,-35.153563,148.384459,Riverina,Regional NSW
11624,Red Hill,NSW,2824,-35.148122,147.339312,Riverina,Regional NSW
11625,Red Hill,QLD,4059,-27.454711,153.006691,South,Central & West QLD
11626,Red Hill,VIC,3937,-38.37014,145.012073,Mornington Peninsula,Melbourne
11627,Red Hill,WA,6056,-31.844032,116.057117,Perth Hills,Perth
11628,Red Hills,TAS,7304,-41.533884,146.591271,Launceston & Northern,Tasmania
11629,Red Lion,VIC,3371,-37.180107,143.744335,Ballarat & Western District,South West VIC
11630,Red Range,NSW,2370,-29.794136,151.832385,New England - North West,Regional NSW
11631,Red River,QLD,4871,-17.384491,143.321398,Far North Queensland,Coastal QLD
11632,Red Rock,NSW,2456,-29.98339,153.229216,Northern Rivers,"Hunter, Central & Northern NSW"
11633,Red Rocks,NSW,2577,-34.762401,150.533091,Southern Highlands,South Coast NSW
11634,Redan,VIC,3350,-37.572707,143.839859,Ballarat & Western District,South West VIC
11635,Redbank Creek,QLD,4312,-27.286186,152.303935,Ipswich & West Moreton,South East QLD
11636,Redbank Plains,QLD,4301,-27.646615,152.871619,Ipswich & West Moreton,South East QLD
11637,Redbank,NSW,2446,-31.434381,152.737218,Mid North Coast,"Hunter, Central & Northern NSW"
11638,Redbank,QLD,4301,-27.606009,152.869604,Ipswich & West Moreton,South East QLD
11639,Redbank,QLD,4865,-17.030199,145.795092,Ipswich & West Moreton,South East QLD
11640,Redbank,VIC,3477,-37.992161,147.112508,Ballarat & Western District,South West VIC
11641,Redbank,WA,6721,-20.346561,118.629409,North,Northern WA
11642,Redbanks,SA,5502,-34.474598,138.562045,Mid North,Mid North SA
11643,Redbournberry,NSW,2330,-32.560421,151.18943,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
11644,Redcastle,VIC,3523,-36.795314,144.802939,Greater Bendigo Region,Northern VIC
11645,Redcliffe North,QLD,4020,-27.216107,153.11224,Redcliffe / Bribie / Caboolture,Brisbane
11646,Redcliffe,QLD,4020,-27.231153,153.115686,Redcliffe / Bribie / Caboolture,Brisbane
11647,Redcliffe,WA,6104,-31.935087,115.94771,Eastern Suburbs,Perth
11648,Reddestone,NSW,2370,-29.624161,151.6709,New England - North West,Regional NSW
11649,Redesdale,VIC,3444,-37.021382,144.532054,Greater Bendigo Region,Northern VIC
11650,Redfern,NSW,2016,-33.892778,151.203901,Eastern Suburbs,Sydney
11651,Redford,QLD,4467,-25.824795,147.399923,South,Central & West QLD
11652,Redgate,QLD,4605,-26.272996,152.03151,South,Central & West QLD
11653,Redgate,WA,6286,-34.02472,115.028189,Margaret River & Surrounds,Southern WA
11654,Redhead,NSW,2290,-33.013487,151.714385,Newcastle & Region,"Hunter, Central & Northern NSW"
11655,Redhill Farms,QLD,4671,-25.044153,151.713864,Bundaberg & Wide Bay,Coastal QLD
11656,Redhill,SA,5521,-33.537636,138.22494,Mid North,Mid North SA
11657,Redland Bay,QLD,4165,-27.612549,153.303072,Redlands City,Brisbane
11658,Redlands,NSW,2646,-35.929602,146.29433,Murray Region,Regional NSW
11659,Redlynch,QLD,4870,-16.887868,145.696333,Cairns & District,Coastal QLD
11660,Redmond West,WA,6327,-34.90556,117.55444,South,Southern WA
11661,Redmond,WA,6327,-34.886188,117.693365,South,Southern WA
11662,Redpa,TAS,7330,-40.923302,144.762505,Burnie Devonport & NW Tas,Tasmania
11663,Redridge,QLD,4660,-25.175142,152.367964,Bundaberg & Wide Bay,Coastal QLD
11664,Redwood Park,SA,5097,-34.815932,138.699993,North & North East Suburbs,Adelaide
11665,Redwood,QLD,4350,-27.569795,151.982368,Toowoomba & District,South East QLD
11666,Reedy Creek,NSW,2330,-32.484279,151.334603,Central West,Regional NSW
11667,Reedy Creek,NSW,2849,-32.729382,149.993111,Central West,Regional NSW
11668,Reedy Creek,QLD,4227,-28.108599,153.395621,Gold Coast,South East QLD
11669,Reedy Creek,SA,5275,-36.922494,140.007573,South East,Southern SA
11670,Reedy Creek,VIC,3658,-37.258908,145.126685,North Eastern,Northern VIC
11671,Reedy Creek,VIC,3895,-37.422573,147.937166,North Eastern,Northern VIC
11672,Reedy Dam,VIC,3395,-35.964848,142.633563,North Western,Northern VIC
11673,Reedy Lake,VIC,3579,-35.687384,143.875613,North Western,Northern VIC
11674,Reedy Marsh,TAS,7304,-41.445451,146.696936,Launceston & Northern,Tasmania
11675,Reedy Swamp,NSW,2550,-36.698569,149.892016,Far South Coast,South Coast NSW
11676,Reedy,WA,6640,-27.101473,118.253384,North,Northern WA
11677,Reefton,NSW,2666,-34.247121,147.436969,Riverina,Regional NSW
11678,Reefton,VIC,3799,-37.643595,145.870434,Yarra-dandenong Ranges,Melbourne
11679,Reekara,TAS,7256,-39.762298,143.912066,Burnie Devonport & NW Tas,Tasmania
11680,Reesville,QLD,4552,-26.76108,152.788783,South,Central & West QLD
11681,Reeves Plains,SA,5502,-34.525717,138.594752,Mid North,Mid North SA
11682,Regans Ford,WA,6507,-30.971893,115.701788,North,Northern WA
11683,Regency Downs,QLD,4341,-27.53146,152.441681,Ipswich & West Moreton,South East QLD
11684,Regency Park,SA,5010,-34.860167,138.570298,Western & Beachside Suburbs,Adelaide
11685,Regent West,VIC,3072,-37.730104,144.998433,North,Melbourne
11686,Regents Park,NSW,2143,-33.883928,151.023796,Canterbury/Bankstown,Sydney
11687,Regents Park,QLD,4118,-27.670709,153.045294,Logan,Brisbane
11688,Regentville,NSW,2745,-33.773649,150.669102,Western Sydney,Sydney
11689,Reid River,QLD,4816,-19.7306,146.925408,Mount Isa & North West,Central & West QLD
11690,Reid,ACT,2612,-35.282992,149.141637,Inner North,Canberra
11691,Reid,SA,5118,-34.596469,138.729111,North & North East Suburbs,Adelaide
11692,Reids Creek,QLD,4625,-25.527729,151.525277,South,Central & West QLD
11693,Reids Flat,NSW,2586,-34.146638,148.96138,Riverina,Regional NSW
11694,Reidsdale,NSW,2622,-35.589709,149.845446,Capital Monaro & Snowy,Regional NSW
11695,Reinscourt,WA,6280,-33.658176,115.384034,Busselton-Dunsborough & Surrounds,Southern WA
11696,Relbia,TAS,7258,-41.505778,147.202068,Launceston & Northern,Tasmania
11697,Remlap,WA,6472,-30.04333,117.67167,North,Northern WA
11698,Rendelsham,SA,5280,-37.54942,140.225169,South East,Southern SA
11699,Renison Bell,TAS,7469,-41.796804,145.430943,West Coast,Tasmania
11700,Renmark North,SA,5341,-34.131201,140.71961,Riverland,Mid North SA
11701,Renmark South,SA,5341,-34.201612,140.710575,Riverland,Mid North SA
11702,Renmark West,SA,5341,-34.168789,140.696158,Riverland,Mid North SA
11703,Renmark,SA,5341,-34.170129,140.748989,Riverland,Mid North SA
11704,Renner Springs,NT,862,-23.6959749,133.8898472,Alice Springs,Northern Territory
11705,Rennie,NSW,2646,-35.812497,146.132863,Murray Region,Regional NSW
11706,Renown Park,SA,5008,-34.893418,138.578397,Western & Beachside Suburbs,Adelaide
11707,Repentance Creek,NSW,2480,-28.626886,153.406569,Northern Rivers,"Hunter, Central & Northern NSW"
11708,Repton,NSW,2454,-30.438888,153.022416,Mid North Coast,"Hunter, Central & Northern NSW"
11709,Research,VIC,3095,-37.703602,145.180636,North,Melbourne
11710,Reserve Creek,NSW,2484,-28.354608,153.484093,Northern Rivers,"Hunter, Central & Northern NSW"
11711,Reservoir East,VIC,3073,-37.716384,145.006665,North,Melbourne
11712,Reservoir North,VIC,3073,-37.716384,145.006665,North,Melbourne
11713,Reservoir South,VIC,3073,-37.716384,145.006665,North,Melbourne
11714,Reservoir,VIC,3073,-37.716384,145.006665,North,Melbourne
11715,Reservoir,WA,6076,-31.98694,116.1775,Perth Hills,Perth
11716,Retreat,NSW,2355,-30.613475,151.101877,New England - North West,Regional NSW
11717,Retreat,TAS,7254,-41.161176,147.17531,Launceston & Northern,Tasmania
11718,Retro,QLD,4723,-22.86698,147.897929,Central,Central & West QLD
11719,Revesby Heights,NSW,2212,-33.968802,151.015063,Canterbury/Bankstown,Sydney
11720,Revesby North,NSW,2212,-33.943582,151.007296,Canterbury/Bankstown,Sydney
11721,Revesby,NSW,2212,-33.951507,151.017247,Canterbury/Bankstown,Sydney
11722,Reynard,VIC,3858,-37.399443,146.524632,Gippsland,South East VIC
11723,Reynella East,SA,5161,-35.089592,138.549695,South & South East Suburbs,Adelaide
11724,Reynella,SA,5161,-35.088625,138.541987,South & South East Suburbs,Adelaide
11725,Reynolds Neck,TAS,7304,-41.848538,146.693067,Launceston & Northern,Tasmania
11726,Rheban,TAS,7190,-42.632144,147.924584,East Coast,Tasmania
11727,Rheola,VIC,3517,-36.651471,143.699164,Greater Bendigo Region,Northern VIC
11728,Rhine Falls,NSW,2630,-36.189498,148.892937,Capital Monaro & Snowy,Regional NSW
11729,Rhodes,NSW,2138,-33.830764,151.088105,Inner West,Sydney
11730,Rhydding,QLD,4718,-24.6780836,149.5181554,Central,Central & West QLD
11731,Rhyll,VIC,3923,-38.463341,145.299916,Phillip Island & District,Melbourne
11732,Rhymney,VIC,3377,-37.269261,142.778313,Grampians,South West VIC
11733,Rhyndaston,TAS,7120,-42.470783,147.381133,Hobart & Southern,Tasmania
11734,Rhynie,SA,5412,-34.148206,138.690021,Mid North,Mid North SA
11735,Riachella,VIC,3385,-36.82488,142.687805,Grampians,South West VIC
11736,Riana,TAS,7316,-41.203336,145.9985,Burnie Devonport & NW Tas,Tasmania
11737,Rich Avon East,VIC,3480,-36.523487,142.991092,North Western,Northern VIC
11738,Rich Avon West,VIC,3480,-36.488443,142.836874,North Western,Northern VIC
11739,Rich Avon,VIC,3480,-36.488947,142.884786,North Western,Northern VIC
11740,Richardson,ACT,2905,-35.427581,149.109787,Tuggeranong,Canberra
11741,Richlands,NSW,2580,-34.32094,149.811273,Capital Monaro & Snowy,Regional NSW
11742,Richlands,QLD,4077,-27.594029,152.948466,Southside,Brisbane
11743,Richmond East,VIC,3121,-37.818587,144.999181,Inner City,Melbourne
11744,Richmond Hill,NSW,2480,-28.789045,153.350827,Northern Rivers,"Hunter, Central & Northern NSW"
11745,Richmond Hill,QLD,4820,-20.067167,146.259456,Mount Isa & North West,Central & West QLD
11746,Richmond Lowlands,NSW,2753,-33.568631,150.757565,Hawkesbury,Sydney
11747,Richmond North,VIC,3121,-37.818587,144.999181,Inner City,Melbourne
11748,Richmond Plains,VIC,3518,-36.391689,143.446399,Greater Bendigo Region,Northern VIC
11749,Richmond South,VIC,3121,-37.818587,144.999181,Inner City,Melbourne
11750,Richmond Vale,NSW,2323,-32.871313,151.478622,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
11751,Richmond,NSW,2753,-33.597753,150.75289,Hawkesbury,Sydney
11752,Richmond,QLD,4740,-21.083136,149.144855,Mackay & Whitsundays,Coastal QLD
11753,Richmond,QLD,4822,-20.728793,143.14132,Mackay & Whitsundays,Coastal QLD
11754,Richmond,SA,5033,-34.940884,138.568242,Western & Beachside Suburbs,Adelaide
11755,Richmond,TAS,7025,-42.735051,147.438391,Hobart & Southern,Tasmania
11756,Richmond,VIC,3121,-37.818587,144.999181,Inner City,Melbourne
11757,Riddells Creek,VIC,3431,-37.462893,144.676585,Macedon Ranges,Northern VIC
11758,Ridgehaven,SA,5097,-34.821971,138.703933,North & North East Suburbs,Adelaide
11759,Ridgelands,QLD,4702,-23.246272,150.283357,Central,Central & West QLD
11760,Ridgeway,TAS,7054,-42.922886,147.288029,Hobart & Southern,Tasmania
11761,Ridgewood,QLD,4563,-26.469133,152.821385,Sunshine Coast,South East QLD
11762,Ridgewood,WA,6030,-31.66383,115.718624,Perth Hills,Perth
11763,Ridgley,TAS,7321,-41.148883,145.834523,Burnie Devonport & NW Tas,Tasmania
11764,Ridleyton,SA,5008,-34.894182,138.57185,Western & Beachside Suburbs,Adelaide
11765,Rifle Range,QLD,4311,-27.459673,152.530558,Ipswich & West Moreton,South East QLD
11766,Riggs Creek,VIC,3666,-36.6537941,145.5912693,Shepparton & Central North,Northern VIC
11767,Rileys Hill,NSW,2472,-29.013855,153.406656,Northern Rivers,"Hunter, Central & Northern NSW"
11768,Ringarooma,TAS,7263,-41.241524,147.736368,North East Tasmania,Tasmania
11769,Ringbark,WA,6258,-34.219798,116.123987,South,Southern WA
11770,Ringtail Creek,QLD,4565,-26.346323,152.921373,Sunshine Coast,South East QLD
11771,Ringwood East,VIC,3135,-37.812999,145.247551,East,Melbourne
11772,Ringwood North,VIC,3134,-37.787064,145.2356,East,Melbourne
11773,Ringwood,NSW,2646,-35.843151,146.243504,Murray Region,Regional NSW
11774,Ringwood,QLD,4343,-27.517791,152.233475,Toowoomba & District,South East QLD
11775,Ringwood,VIC,3134,-37.81402,145.227362,East,Melbourne
11776,Riordanvale,QLD,4800,-20.284441,148.643358,Mackay & Whitsundays,Coastal QLD
11777,Ripley,QLD,4306,-27.675442,152.78859,Ipswich & West Moreton,South East QLD
11778,Ripplebrook,VIC,3818,-38.200072,145.772545,Gippsland,South East VIC
11779,Rippleside,VIC,3215,-38.128049,144.355394,Geelong & District,Melbourne
11780,Ripponlea,VIC,3185,-37.876692,144.996194,Bayside,Melbourne
11781,Risdon Park South,SA,5540,-33.2183026,137.9762632,Mid North,Mid North SA
11782,Risdon Park,SA,5540,-33.198684,138.003905,Mid North,Mid North SA
11783,Risdon Vale,TAS,7016,-42.8082326,147.3649346,Hobart & Southern,Tasmania
11784,Risdon,TAS,7017,-42.824329,147.317501,Hobart & Southern,Tasmania
11785,Rita Island,QLD,4807,-19.629058,147.5041,Mount Isa & North West,Central & West QLD
11786,River Heads,QLD,4655,-25.414452,152.911783,Bundaberg & Wide Bay,Coastal QLD
11787,River Ranch,QLD,4680,-23.971751,151.16325,Gladstone Rockhampton & Capricornia,Coastal QLD
11788,Riverglades,SA,5253,-35.098815,139.299596,South East,Southern SA
11789,Riverglen,SA,5253,-35.163638,139.294511,Murraylands,Southern SA
11790,Riverhills,QLD,4074,-27.560496,152.909012,Southside,Brisbane
11791,Riverina,NSW,2678,-35.730651,146.000111,Murray Region,Regional NSW
11792,Riverlea,NSW,2850,-32.691941,149.722168,Dubbo & Orana,Regional NSW
11793,Riverleigh,QLD,4626,-25.584629,151.211922,South,Central & West QLD
11794,Riverside,NSW,2444,-31.413952,152.868521,Mid North Coast,"Hunter, Central & Northern NSW"
11795,Riverside,TAS,7250,-41.41345,147.102115,Launceston & Northern,Tasmania
11796,Riverside,VIC,3401,-36.703736,142.238181,North Western,Northern VIC
11797,Riverslea,VIC,3860,-38.011789,146.935746,Gippsland,South East VIC
11798,Riversleigh,QLD,4470,-26.771965,146.467984,South,Central & West QLD
11799,Riverstone,NSW,2765,-33.679382,150.861595,Western Sydney,Sydney
11800,Riverton,QLD,4385,-29.064236,151.484856,South,Central & West QLD
11801,Riverton,SA,5412,-34.158452,138.7476,Mid North,Mid North SA
11802,Riverton,WA,6148,-32.033834,115.898698,Southern Suburbs,Perth
11803,Rivertree,NSW,2372,-28.627663,152.294309,New England - North West,Regional NSW
11804,Rivervale,WA,6103,-31.962597,115.914863,Eastern Suburbs,Perth
11805,Riverview,NSW,2066,-33.825587,151.159934,New England - North West,Regional NSW
11806,Riverview,NSW,2404,-29.904643,150.687307,New England - North West,Regional NSW
11807,Riverview,QLD,4303,-27.598519,152.846914,Ipswich & West Moreton,South East QLD
11808,Riverwood,NSW,2210,-33.949859,151.052469,St George,Sydney
11809,Rivett,ACT,2611,-35.347161,149.03589,Weston Creek,Canberra
11810,Rixs Creek,NSW,2330,-32.525523,151.134221,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
11811,Roadvale,QLD,4310,-27.91628,152.678512,Ipswich & West Moreton,South East QLD
11812,Rob Roy,NSW,2360,-29.739631,151.007813,New England - North West,Regional NSW
11813,Robe,SA,5276,-37.162656,139.756418,South East,Southern SA
11814,Robertson,NSW,2577,-34.589237,150.596418,Southern Highlands,South Coast NSW
11815,Robertson,QLD,4109,-27.565733,153.057213,Southside,Brisbane
11816,Robertsons Beach,VIC,3971,-38.658005,146.730807,Gippsland,South East VIC
11817,Robertstown,SA,5381,-33.990105,139.080198,Mid North,Mid North SA
11818,Robigana,TAS,7275,-41.260319,146.947635,Launceston & Northern,Tasmania
11819,Robin Hill,NSW,2795,-33.41473,149.550475,Central West,Regional NSW
11820,Robina Town Centre,QLD,4230,-28.073564,153.378884,Gold Coast,South East QLD
11821,Robina,QLD,4226,-28.07034,153.376837,Gold Coast,South East QLD
11822,Robinson River,NT,852,-16.566475,136.899473,Darwin Area,Northern Territory
11823,Robinson,VIC,3019,-37.790304,144.836958,West,Melbourne
11824,Robinson,WA,6330,-35.03139,117.83472,South,Southern WA
11825,Robinvale,VIC,3549,-34.590121,142.772064,North Western,Northern VIC
11826,Rochedale South,QLD,4123,-27.595763,153.124084,Logan,Brisbane
11827,Rochedale,QLD,4123,-27.571214,153.12691,Logan,Brisbane
11828,Rocherlea,TAS,7248,-41.376183,147.130992,Launceston & Northern,Tasmania
11829,Roches Beach,TAS,7170,-42.889676,147.496222,Hobart & Southern,Tasmania
11830,Rochester West,VIC,3561,-36.352097,144.693262,Greater Bendigo Region,Northern VIC
11831,Rochester,SA,5464,-33.704464,138.498202,Mid North,Mid North SA
11832,Rochester,VIC,3561,-36.361458,144.701328,Greater Bendigo Region,Northern VIC
11833,Rochford,VIC,3442,-37.311685,144.676513,Greater Bendigo Region,Northern VIC
11834,Rock Flat,NSW,2630,-36.348444,149.211761,Capital Monaro & Snowy,Regional NSW
11835,Rock Forest,NSW,2795,-33.354231,149.396538,Central West,Regional NSW
11836,Rock Valley,NSW,2480,-28.747359,153.174403,Northern Rivers,"Hunter, Central & Northern NSW"
11837,Rockbank,VIC,3335,-37.7318,144.652627,West,Melbourne
11838,Rockdale,NSW,2216,-33.952747,151.137624,St George,Sydney
11839,Rockhampton City,QLD,4700,-23.378941,150.512323,Gladstone Rockhampton & Capricornia,Coastal QLD
11840,Rockhampton Hospital,QLD,4700,-23.3802691,150.4946673,Gladstone Rockhampton & Capricornia,Coastal QLD
11841,Rockhampton North,QLD,4701,-23.378941,150.512323,Gladstone Rockhampton & Capricornia,Coastal QLD
11842,Rockhampton,QLD,4700,-23.378941,150.512323,Gladstone Rockhampton & Capricornia,Coastal QLD
11843,Rockingham Beach,WA,6168,-32.2768125,115.7254296,Southern Suburbs,Perth
11844,Rockingham,QLD,4854,-18.013021,145.991444,Far North Queensland,Coastal QLD
11845,Rockingham,WA,6168,-32.288048,115.745967,Southern Suburbs,Perth
11846,Rocklands,VIC,3401,-37.207637,141.942484,Grampians,South West VIC
11847,Rocklea,QLD,4106,-27.538783,153.005075,Southside,Brisbane
11848,Rocklea,WA,6751,-22.886874,117.445973,North,Northern WA
11849,Rockleigh,SA,5254,-34.986408,139.104656,Murraylands,Southern SA
11850,Rockley Mount,NSW,2795,-33.547323,149.552941,Central West,Regional NSW
11851,Rockley,NSW,2795,-33.692545,149.569433,Central West,Regional NSW
11852,Rocklyn,VIC,3364,-37.430329,144.052859,Ballarat & Western District,South West VIC
11853,Rockmount,QLD,4344,-27.67548,152.036928,Toowoomba & District,South East QLD
11854,Rocksberg,QLD,4510,-27.107959,152.837003,Redcliffe / Bribie / Caboolture,Brisbane
11855,Rockside,QLD,4343,-27.707771,152.289114,Toowoomba & District,South East QLD
11856,Rockton,NSW,2632,-37.139224,149.31633,Capital Monaro & Snowy,Regional NSW
11857,Rockville,QLD,4350,-27.533947,151.932693,Toowoomba & District,South East QLD
11858,Rockwell,WA,6532,-28.345269,114.915686,North,Northern WA
11859,Rocky Camp,SA,5280,-37.575395,140.410212,South East,Southern SA
11860,Rocky Cape,TAS,7321,-40.887293,145.468684,Burnie Devonport & NW Tas,Tasmania
11861,Rocky Creek,NSW,2371,-29.280205,151.347728,New England - North West,Regional NSW
11862,Rocky Creek,NSW,2390,-30.038727,150.270094,New England - North West,Regional NSW
11863,Rocky Creek,QLD,4357,-28.042856,151.336295,South,Central & West QLD
11864,Rocky Glen,NSW,2357,-31.115131,149.566422,Dubbo & Orana,Regional NSW
11865,Rocky Gully,SA,5253,-35.113513,139.212657,South East,Southern SA
11866,Rocky Gully,WA,6397,-34.509365,117.011652,South,Southern WA
11867,Rocky Hall,NSW,2550,-36.913723,149.488005,Far South Coast,South Coast NSW
11868,Rocky Hills,TAS,7190,-42.233006,148.018927,East Coast,Tasmania
11869,Rocky Plain,NSW,2628,-36.226837,148.673031,Capital Monaro & Snowy,Regional NSW
11870,Rocky Plain,SA,5381,-34.027073,139.140914,Mid North,Mid North SA
11871,Rocky Point,NSW,2259,-33.294922,151.471707,Central Coast & Region,"Hunter, Central & Northern NSW"
11872,Rocky Point,QLD,4873,-16.386893,145.419117,Far North Queensland,Coastal QLD
11873,Rocky Point,QLD,4874,-12.626542,141.880432,Far North Queensland,Coastal QLD
11874,Rocky Point,SA,5238,-34.855238,139.44259,Murraylands,Southern SA
11875,Rocky Point,VIC,3377,-37.337604,142.850206,Grampians,South West VIC
11876,Rocky River,NSW,2358,-30.603862,151.479368,New England - North West,Regional NSW
11877,Rocky River,NSW,2372,-29.111355,152.354169,New England - North West,Regional NSW
11878,Rockyview,QLD,4701,-23.236357,150.519587,Gladstone Rockhampton & Capricornia,Coastal QLD
11879,Rodborough,VIC,3465,-37.101804,143.881334,Greater Bendigo Region,Northern VIC
11880,Rodd Point,NSW,2046,-33.868208,151.141652,Inner West,Sydney
11881,Rodds Bay,QLD,4678,-24.10257,151.64218,Bundaberg & Wide Bay,Coastal QLD
11882,Rodgers Creek,QLD,4370,-28.184562,151.817078,South,Central & West QLD
11883,Roebourne,WA,6718,-20.77542,117.146619,North,Northern WA
11884,Roebuck,WA,6725,-17.985743,122.366353,North,Northern WA
11885,Roelands,WA,6226,-33.3044703,115.8462424,South,Southern WA
11886,Roger River,TAS,7330,-41.010474,145.064039,Burnie Devonport & NW Tas,Tasmania
11887,Rogues Point,SA,5571,-34.494898,137.895141,Yorke Peninsula,West Coast SA
11888,Rokeby,TAS,7019,-42.894075,147.431164,Hobart & Southern,Tasmania
11889,Rokeby,VIC,3821,-38.073272,145.929924,Gippsland,South East VIC
11890,Rokewood Junction,VIC,3351,-37.844281,143.677351,Ballarat & Western District,South West VIC
11891,Rokewood,VIC,3330,-37.900769,143.719772,Ballarat & Western District,South West VIC
11892,Roland,TAS,7306,-41.410101,146.234591,Burnie Devonport & NW Tas,Tasmania
11893,Roleystone,WA,6111,-32.11287,116.069584,Perth Hills,Perth
11894,Rollands Plains,NSW,2441,-31.278699,152.678061,Mid North Coast,"Hunter, Central & Northern NSW"
11895,Rolleston,QLD,4702,-24.462765,148.623562,Central,Central & West QLD
11896,Rollingstone,QLD,4816,-19.045603,146.389122,Mount Isa & North West,Central & West QLD
11897,Roma,QLD,4455,-26.573907,148.790592,South,Central & West QLD
11898,Romaine,TAS,7320,-41.076581,145.902129,Burnie Devonport & NW Tas,Tasmania
11899,Romsey,VIC,3434,-37.348923,144.742359,Macedon Ranges,Northern VIC
11900,Rookhurst,NSW,2422,-31.894146,151.879386,Mid North Coast,"Hunter, Central & Northern NSW"
11901,Rookwood,NSW,2141,-33.866398,151.058147,Parramatta,Sydney
11902,Rookwood,QLD,4871,-17.041443,144.342025,Far North Queensland,Coastal QLD
11903,Rooty Hill,NSW,2766,-33.77155,150.843922,Western Sydney,Sydney
11904,Ropeley,QLD,4343,-27.660007,152.26042,Toowoomba & District,South East QLD
11905,Ropers Road,NSW,2395,-31.539932,149.442658,Dubbo & Orana,Regional NSW
11906,Ropes Crossing,NSW,2760,-33.727326,150.781299,Western Sydney,Sydney
11907,Rosa Brook,WA,6285,-33.944394,115.185246,Margaret River & Surrounds,Southern WA
11908,Rosa Glen,WA,6285,-33.995279,115.19122,Margaret River & Surrounds,Southern WA
11909,Rosalie Plains,QLD,4401,-27.220046,151.691664,Toowoomba & District,South East QLD
11910,Rosanna,VIC,3084,-37.742893,145.065044,North,Melbourne
11911,Rose Bay North,NSW,2030,-33.866555,151.280456,Eastern Suburbs,Sydney
11912,Rose Bay,NSW,2029,-33.870395,151.268625,Eastern Suburbs,Sydney
11913,Rose Bay,TAS,7015,-42.856376,147.355377,Hobart & Southern,Tasmania
11914,Rose Park,SA,5067,-34.930986,138.62831,Eastern Suburbs,Adelaide
11915,Rose River,VIC,3678,-36.834619,146.578328,North Eastern,Northern VIC
