id,name,state,postcode,lat,lng,area,region
1827,Broadlands,VIC,3875,-37.838378,147.683316,Lakes & Wilderness,South East VIC
1828,Broadmarsh,TAS,7030,-42.680203,147.135348,Hobart & Southern,Tasmania
1829,Broadmeadow,NSW,2292,-32.924165,151.737829,Newcastle & Region,"Hunter, Central & Northern NSW"
1830,Broadmeadows,TAS,7330,-40.856063,145.095904,West Coast,Tasmania
1831,Broadmeadows,VIC,3047,-37.680792,144.921009,North,Melbourne
1832,Broadmere,QLD,4420,-25.494713,149.525293,South,Central & West QLD
1833,Broadview,SA,5083,-34.873062,138.613932,North & North East Suburbs,Adelaide
1834,Broadwater,NSW,2472,-29.010351,153.435446,Far South Coast,South Coast NSW
1835,Broadwater,NSW,2549,-36.982578,149.887264,Far South Coast,South Coast NSW
1836,Broadwater,QLD,4380,-28.6177316,151.9052894,South,Central & West QLD
1837,Broadwater,VIC,3301,-38.107562,142.051206,Great Ocean Rd / Otway Ranges,South West VIC
1838,Broadwater,WA,6280,-33.66012,115.282464,Busselton-Dunsborough & Surrounds,Southern WA
1839,Broadway Nedlands,WA,6009,-31.983689,115.814532,Western Suburbs,Perth
1840,Broadway,NSW,2007,-33.884366,151.196502,Capital Monaro & Snowy,Regional NSW
1841,Broadway,NSW,2581,-34.700258,149.094844,Capital Monaro & Snowy,Regional NSW
1842,Broadwood,WA,6430,-30.776601,121.451722,East,Eastern WA
1843,Brobenah,NSW,2705,-34.48697,146.433213,Riverina,Regional NSW
1844,Brocklehurst,NSW,2830,-32.144198,148.601394,Dubbo & Orana,Regional NSW
1845,Brocklesby,NSW,2642,-35.822589,146.680117,Murray Region,Regional NSW
1846,Brockley,NSW,2365,-30.263377,151.853511,New England - North West,Regional NSW
1847,Brockman,WA,6701,-24.879349,113.649892,North,Northern WA
1848,Brodies Plains,NSW,2360,-29.788155,151.192129,New England - North West,Regional NSW
1849,Brodribb River,VIC,3888,-37.704721,148.567094,Lakes & Wilderness,South East VIC
1850,Brogans Creek,NSW,2848,-32.971718,149.959593,Central West,Regional NSW
1851,Brogers Creek,NSW,2535,-34.707978,150.686381,Shoalhaven,South Coast NSW
1852,Brogo,NSW,2550,-36.570993,149.823508,Far South Coast,South Coast NSW
1853,Broke,NSW,2330,-32.751222,151.103474,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
1854,Broke,WA,6398,-34.985708,116.629024,South,Southern WA
1855,Broken Creek,VIC,3673,-36.43478,145.890351,North Eastern,Northern VIC
1856,Broken Head,NSW,2481,-28.717235,153.592296,Northern Rivers,"Hunter, Central & Northern NSW"
1857,Broken Hill North,NSW,2880,-31.950359,141.45619,Far West,Regional NSW
1858,Broken Hill West,NSW,2880,-31.965867,141.444081,Far West,Regional NSW
1859,Broken Hill,NSW,2880,-31.959193,141.466614,Far West,Regional NSW
1860,Broken River,QLD,4757,-21.167011,148.50552,Mackay & Whitsundays,Coastal QLD
1861,Brombin,NSW,2446,-31.453817,152.626737,Mid North Coast,"Hunter, Central & Northern NSW"
1862,Bromelton,QLD,4285,-27.980083,152.957913,South,Central & West QLD
1863,Bromley,VIC,3472,-36.886978,143.786411,Greater Bendigo Region,Northern VIC
1864,Brompton,SA,5007,-34.897215,138.576557,Western & Beachside Suburbs,Adelaide
1865,Bronte Park,TAS,7140,-42.12959,146.495171,Hobart & Southern,Tasmania
1866,Bronte,NSW,2024,-33.902328,151.263838,Eastern Suburbs,Sydney
1867,Brookdale,NSW,2656,-35.124957,147.001238,Murray Region,Regional NSW
1868,Brookdale,WA,6112,-32.169652,116.001227,Southern Suburbs,Perth
1869,Brooker,SA,5607,-34.094138,135.874428,Eyre Peninsula,West Coast SA
1870,Brookfield,NSW,2420,-32.505586,151.762128,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
1871,Brookfield,QLD,4069,-27.490924,152.897741,West,Brisbane
1872,Brookfield,VIC,3338,-37.701172,144.540792,West,Melbourne
1873,Brookhampton,WA,6239,-33.634814,115.917234,South,Southern WA
1874,Brookhill,QLD,4816,-19.432325,146.872669,Mount Isa & North West,Central & West QLD
1875,Brooklana,NSW,2450,-30.269862,152.855136,Mid North Coast,"Hunter, Central & Northern NSW"
1876,Brooklands,QLD,4615,-26.739146,151.806678,South,Central & West QLD
1877,Brooklet,NSW,2479,-28.730711,153.51553,Northern Rivers,"Hunter, Central & Northern NSW"
1878,Brooklyn Park,SA,5032,-34.928848,138.542773,Western & Beachside Suburbs,Adelaide
1879,Brooklyn,NSW,2083,-33.548006,151.22519,Hawkesbury,Sydney
1880,Brooklyn,TAS,7320,-41.071975,145.908997,Burnie Devonport & NW Tas,Tasmania
1881,Brooklyn,VIC,3012,-37.814624,144.847108,West,Melbourne
1882,Brookong,NSW,2656,-35.273141,146.570212,Murray Region,Regional NSW
1883,Brooks Bay,TAS,7116,-43.232823,147.025877,Hobart & Southern,Tasmania
1884,Brookside Centre,QLD,4053,-27.409023,152.980333,City & North,Brisbane
1885,Brookstead,QLD,4364,-27.759686,151.440555,Toowoomba & District,South East QLD
1886,Brookton,WA,6306,-32.368424,117.010464,East,Eastern WA
1887,Brookvale,NSW,2100,-33.766629,151.273824,Northern Beaches,Sydney
1888,Brookville,VIC,3896,-37.323086,147.624598,North Eastern,Northern VIC
1889,Brookwater,QLD,4300,-27.656026,152.891125,Ipswich & West Moreton,South East QLD
1890,Brooloo,QLD,4570,-26.486853,152.705027,Sunshine Coast,South East QLD
1891,Brooman,NSW,2538,-35.48985,150.233827,Shoalhaven,South Coast NSW
1892,Broome,WA,6725,-17.955123,122.241457,North,Northern WA
1893,Broomehill East,WA,6318,-33.87778,117.76722,South,Southern WA
1894,Broomehill Village,WA,6318,-33.845435,117.638574,South,Southern WA
1895,Broomehill West,WA,6318,-33.87722,117.47917,South,Southern WA
1896,Broomehill,WA,6318,-33.845435,117.638574,South,Southern WA
1897,Broomfield,VIC,3364,-37.387436,143.903734,Ballarat & Western District,South West VIC
1898,Brooms Head,NSW,2463,-29.604668,153.33314,Northern Rivers,"Hunter, Central & Northern NSW"
1899,Brooweena,QLD,4620,-25.603215,152.262565,South,Central & West QLD
1900,Broughams Gate,NSW,2880,-30.9091,141.275806,Far West,Regional NSW
1901,Broughton River Valley,SA,5454,-33.55392,138.565712,Mid North,Mid North SA
1902,Broughton Vale,NSW,2535,-34.757278,150.708686,Shoalhaven,South Coast NSW
1903,Broughton Village,NSW,2534,-34.741987,150.761619,Shoalhaven,South Coast NSW
1904,Broughton,NSW,2535,-34.761853,150.735343,Shoalhaven,South Coast NSW
1905,Broughton,QLD,4820,-20.113984,146.414899,Mount Isa & North West,Central & West QLD
1906,Broughton,VIC,3418,-36.165178,141.334582,North Western,Northern VIC
1907,Broulee,NSW,2537,-35.854996,150.174616,Eurobodalla Coast,South Coast NSW
1908,Brovinia,QLD,4626,-25.818201,151.071177,South,Central & West QLD
1909,Brown Hill Creek,SA,5062,-34.987009,138.653218,South & South East Suburbs,Adelaide
1910,Brown Hill,VIC,3350,-37.552458,143.902041,Ballarat & Western District,South West VIC
1911,Brown Hill,WA,6431,-30.754792,121.495048,East,Eastern WA
1912,Brown Range,WA,6701,-24.869506,113.705414,North,Northern WA
1913,Brownlow Hill,NSW,2570,-34.034824,150.657016,MacArthur/Camden,Sydney
1914,Brownlow Ki,SA,5223,-35.666149,137.618761,Kangaroo Island,Southern SA
1915,Brownlow,SA,5374,-34.2459,139.27796,Mid North,Mid North SA
1916,Browns Beach,SA,5222,-35.7998,137.834915,Kangaroo Island,Southern SA
1917,Browns Creek,NSW,2799,-33.525683,149.149876,Central West,Regional NSW
1918,Browns Mountain,NSW,2540,-34.795905,150.515137,Shoalhaven,South Coast NSW
1919,Browns Plains,QLD,4118,-27.660763,153.04015,Logan,Brisbane
1920,Browns Plains,VIC,3685,-36.047076,146.632723,North Eastern,Northern VIC
1921,Brownsville,NSW,2530,-34.485644,150.806211,Wollongong & Illawarra,South Coast NSW
1922,Broxburn,QLD,4356,-27.718921,151.697206,Toowoomba & District,South East QLD
1923,Bruah,NSW,2830,-32.130935,148.736775,Dubbo & Orana,Regional NSW
1924,Bruarong,VIC,3749,-36.414545,146.862235,North Eastern,Northern VIC
1925,Bruce Rock,WA,6418,-31.877222,118.148822,East,Eastern WA
1926,Bruce,ACT,2617,-35.242534,149.077275,Belconnen,Canberra
1927,Bruce,SA,5433,-32.447436,138.201775,Far North,Far North SA
1928,Brucedale,NSW,2650,-35.001237,147.413057,Riverina,Regional NSW
1929,Bruces Creek,VIC,3757,-37.450676,145.106435,North East,Melbourne
1930,Brucknell,VIC,3268,-38.466719,142.917465,Great Ocean Rd / Otway Ranges,South West VIC
1931,Bruie Plains,NSW,2875,-32.780391,147.864053,Central West,Regional NSW
1932,Bruinbun,NSW,2795,-33.129853,149.431806,Central West,Regional NSW
1933,Brukunga,SA,5252,-35.003664,138.94171,Adelaide Hills,Adelaide
1934,Brumby Plains,NSW,2476,-28.434202,152.661236,Northern Rivers,"Hunter, Central & Northern NSW"
1935,Brumby,VIC,3885,-36.999639,147.922667,Greater Bendigo Region,Northern VIC
1936,Brundee,NSW,2540,-34.892094,150.651304,Shoalhaven,South Coast NSW
1937,Brungle Creek,NSW,2722,-35.163476,148.316225,Riverina,Regional NSW
1938,Brungle,NSW,2722,-35.139141,148.223575,Riverina,Regional NSW
1939,Brunkerville,NSW,2323,-32.948838,151.478758,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
1940,Brunswick East,VIC,3057,-37.77285,144.973254,North,Melbourne
1941,Brunswick Heads,NSW,2483,-28.53899,153.548253,Northern Rivers,"Hunter, Central & Northern NSW"
1942,Brunswick Lower,VIC,3056,-37.783052,144.981438,North,Melbourne
1943,Brunswick North,VIC,3056,-37.766141,144.9618737,North,Melbourne
1944,Brunswick South,VIC,3055,-37.7647375,144.9412252,North,Melbourne
1945,Brunswick West,VIC,3055,-37.764829,144.943778,North,Melbourne
1946,Brunswick,VIC,3056,-37.767052,144.962137,North,Melbourne
1947,Brunswick,WA,6224,-33.25194,115.82028,South,Southern WA
1948,Brush Creek,QLD,4387,-28.606093,151.126671,South,Central & West QLD
1949,Brushgrove,NSW,2460,-29.566127,153.080634,Northern Rivers,"Hunter, Central & Northern NSW"
1950,Brushy Creek,NSW,2365,-30.165432,151.472385,New England - North West,Regional NSW
1951,Bruthen,VIC,3885,-37.70793,147.831322,Lakes & Wilderness,South East VIC
1952,Bryden,QLD,4312,-27.269163,152.585337,Ipswich & West Moreton,South East QLD
1953,Brymaroo,QLD,4403,-27.217717,151.591852,Toowoomba & District,South East QLD
1954,Buangla,NSW,2540,-34.85565,150.408913,Shoalhaven,South Coast NSW
1955,Buangor,VIC,3375,-37.366754,143.174831,Ballarat & Western District,South West VIC
1956,Buaraba South,QLD,4311,-27.40733,152.234328,Ipswich & West Moreton,South East QLD
1957,Buaraba,QLD,4311,-27.369731,152.320374,Ipswich & West Moreton,South East QLD
1958,Bucasia,QLD,4750,-21.043768,149.15747,Mackay & Whitsundays,Coastal QLD
1959,Bucca Wauka,NSW,2429,-32.100516,152.160872,Mid North Coast,"Hunter, Central & Northern NSW"
1960,Bucca,NSW,2450,-30.165527,153.10264,Mid North Coast,"Hunter, Central & Northern NSW"
1961,Bucca,QLD,4670,-24.847573,152.081434,Bundaberg & Wide Bay,Coastal QLD
1962,Buccan,QLD,4207,-27.751708,153.141184,Logan,Brisbane
1963,Buccarumbi,NSW,2460,-29.836597,152.584632,Northern Rivers,"Hunter, Central & Northern NSW"
1964,Buchan South,VIC,3885,-37.549724,148.120448,North Eastern,Northern VIC
1965,Buchan,VIC,3885,-37.497243,148.172933,North Eastern,Northern VIC
1966,Buchanan,NSW,2323,-32.825353,151.529302,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
1967,Buchanan,NT,852,-16.519312,131.775311,Darwin Area,Northern Territory
1968,Buchanan,QLD,4816,-21.793411,145.940174,Mount Isa & North West,Central & West QLD
1969,Buchanan,SA,5374,-34.185447,138.989188,Mid North,Mid North SA
1970,Buchfelde,SA,5118,-34.60875,138.704574,North & North East Suburbs,Adelaide
1971,Buckajo,NSW,2550,-36.703339,149.758432,Far South Coast,South Coast NSW
1972,Buckaroo,NSW,2850,-32.559654,149.63106,Dubbo & Orana,Regional NSW
1973,Buckenbowra,NSW,2536,-35.735897,150.049503,Eurobodalla Coast,South Coast NSW
1974,Buckenderra,NSW,2630,-36.181563,148.764404,Capital Monaro & Snowy,Regional NSW
1975,Buckendoon,NSW,2472,-29.037411,153.335118,Northern Rivers,"Hunter, Central & Northern NSW"
1976,Bucketty,NSW,2250,-33.111273,151.138861,Central Coast & Region,"Hunter, Central & Northern NSW"
1977,Buckingham,QLD,4825,-22.254246,139.678121,Mount Isa & North West,Central & West QLD
1978,Buckingham,SA,5270,-36.341305,140.554067,South East,Southern SA
1979,Buckingham,WA,6225,-33.35744,116.334673,South,Southern WA
1980,Buckland Park,SA,5120,-34.662559,138.508995,North & North East Suburbs,Adelaide
1981,Buckland,QLD,4722,-24.506491,147.41651,Central,Central & West QLD
1982,Buckland,TAS,7190,-42.608489,147.719653,Hobart & Southern,Tasmania
1983,Buckland,VIC,3740,-36.815383,146.852777,North Eastern,Northern VIC
1984,Buckland,WA,6401,-31.542525,116.61072,East,Eastern WA
1985,Buckleboo,SA,5641,-32.92313,136.213463,Eyre Peninsula,West Coast SA
1986,Buckley Swamp,VIC,3301,-37.849978,142.057186,Great Ocean Rd / Otway Ranges,South West VIC
1987,Buckley,VIC,3240,-38.216777,144.076977,Geelong & District,Melbourne
1988,Buckra Bendinni,NSW,2449,-30.635703,152.774542,Mid North Coast,"Hunter, Central & Northern NSW"
1989,Buckrabanyule,VIC,3525,-36.264986,143.508029,North Western,Northern VIC
1990,Budawang,NSW,2622,-35.444285,149.966099,Capital Monaro & Snowy,Regional NSW
1991,Buddabadah,NSW,2825,-31.926004,147.209004,Dubbo & Orana,Regional NSW
1992,Budden,NSW,2849,-32.502023,150.081841,Central West,Regional NSW
1993,Budderoo,NSW,2535,-34.6734898,150.6633499,Shoalhaven,South Coast NSW
1994,Buddina,QLD,4575,-26.694063,153.132923,Sunshine Coast,South East QLD
1995,Buddong,NSW,2720,-35.676092,148.242949,Riverina,Regional NSW
1996,Buderim,QLD,4556,-26.685821,153.050524,Sunshine Coast,South East QLD
1997,Budgee Budgee,NSW,2850,-32.543565,149.676562,Dubbo & Orana,Regional NSW
1998,Budgee Budgee,VIC,3862,-37.550942,147.084381,Gippsland,South East VIC
1999,Budgee,QLD,4359,-27.785112,152.020111,Toowoomba & District,South East QLD
2000,Budgeree East,VIC,3870,-38.422532,146.363744,Gippsland,South East VIC
2001,Budgeree,VIC,3870,-38.422532,146.363744,Gippsland,South East VIC
2002,Budgerum East,VIC,3579,-35.786233,143.660835,North Western,Northern VIC
2003,Budgewoi Peninsula,NSW,2262,-33.21956,151.584067,Central Coast & Region,"Hunter, Central & Northern NSW"
2004,Budgewoi,NSW,2262,-33.234349,151.554753,Central Coast & Region,"Hunter, Central & Northern NSW"
2005,Budgong,NSW,2577,-35.762824,148.004716,Southern Highlands,South Coast NSW
2006,Buff Point,NSW,2262,-33.238196,151.535266,Central Coast & Region,"Hunter, Central & Northern NSW"
2007,Buffalo Creek,NT,812,-12.337809,130.899362,Darwin Area,Northern Territory
2008,Buffalo River,VIC,3737,-36.625245,146.686195,North Eastern,Northern VIC
2009,Buffalo,VIC,3958,-38.651825,146.027875,Gippsland,South East VIC
2010,Bugaldie,NSW,2357,-31.122204,149.110038,Dubbo & Orana,Regional NSW
2011,Bugle Hut,SA,5311,-34.378238,140.77463,South East,Southern SA
2012,Bugle Ranges,SA,5251,-35.134951,138.887568,Adelaide Hills,Adelaide
2013,Builyan,QLD,4680,-24.530189,151.384027,Gladstone Rockhampton & Capricornia,Coastal QLD
2014,Bukali,QLD,4630,-24.80637,151.157062,Central,Central & West QLD
2015,Bukalong,NSW,2632,-36.797861,149.203029,Capital Monaro & Snowy,Regional NSW
2016,Bukkulla,NSW,2360,-29.503137,151.129034,New England - North West,Regional NSW
2017,Bulahdelah,NSW,2423,-32.413376,152.207981,Mid North Coast,"Hunter, Central & Northern NSW"
2018,Bulart,VIC,3314,-37.586718,141.935665,Grampians,South West VIC
2019,Buldah,VIC,3890,-37.270391,149.144376,Lakes & Wilderness,South East VIC
2020,Bulee,NSW,2622,-35.007703,150.147642,Capital Monaro & Snowy,Regional NSW
2021,Bulga Forest,NSW,2429,-31.529296,152.219215,Mid North Coast,"Hunter, Central & Northern NSW"
2022,Bulga,NSW,2330,-32.644624,151.03792,Hunter Valley - Upper,"Hunter, Central & Northern NSW"
2023,Bulga,VIC,3586,-35.304516,143.359804,North Western,Northern VIC
2024,Bulgana,VIC,3377,-37.110532,142.986913,Grampians,South West VIC
2025,Bulgarra,WA,6714,-20.72712,116.854417,North,Northern WA
2026,Bulgary,NSW,2650,-35.070309,146.963014,Riverina,Regional NSW
2027,Bulgun,QLD,4854,-17.89678,145.928565,Far North Queensland,Coastal QLD
2028,Bulimba,QLD,4171,-27.451514,153.060361,Inner South,Brisbane
2029,Bull Creek,SA,5157,-35.233987,138.768507,Fleurieu Peninsula,Southern SA
2030,Bull Creek,WA,6149,-32.064941,115.858679,Southern Suburbs,Perth
2031,Bulla Creek,NSW,2594,-34.121974,148.261083,Capital Monaro & Snowy,Regional NSW
2032,Bulla,NSW,2835,-32.046674,144.183318,Dubbo & Orana,Regional NSW
2033,Bulla,VIC,3428,-37.63803,144.806409,North,Melbourne
2034,Bullabulling,WA,6429,-31.012863,120.868221,East,Eastern WA
2035,Bullaburra,NSW,2784,-33.7276328,150.4160176,Blue Mountains & Surrounds,Sydney
2036,Bullagreen,NSW,2831,-31.421334,148.080506,Dubbo & Orana,Regional NSW
2037,Bullaharre,VIC,3266,-38.343488,143.141647,Great Ocean Rd / Otway Ranges,South West VIC
2038,Bullarah,NSW,2400,-29.465149,149.081732,New England - North West,Regional NSW
2039,Bullaring,WA,6373,-32.495163,117.744805,East,Eastern WA
2040,Bullarook,VIC,3352,-37.50866,144.004655,Ballarat & Western District,South West VIC
2041,Bullarto South,VIC,3461,-37.423908,144.210458,Ballarat & Western District,South West VIC
2042,Bullarto,VIC,3461,-37.394334,144.221001,Ballarat & Western District,South West VIC
2043,Bullatale,NSW,2710,-35.790297,145.025709,Murray Region,Regional NSW
2044,Bullawa Creek,NSW,2390,-30.307143,149.996476,New England - North West,Regional NSW
2045,Bullawarra,QLD,4492,-27.783565,143.373975,South,Central & West QLD
2046,Bullcamp,QLD,4615,-26.629502,152.097096,South,Central & West QLD
2047,Bulldog,NSW,2469,-29.040513,152.529206,Northern Rivers,"Hunter, Central & Northern NSW"
2048,Bulleen South,VIC,3105,-37.770549,145.079279,North,Melbourne
2049,Bulleen,VIC,3105,-37.7688413,145.0879357,North East,Melbourne
2050,Bullengarook,VIC,3437,-37.523331,144.477431,Macedon Ranges,Northern VIC
2051,Buller,WA,6532,-28.652993,114.62023,North,Northern WA
2052,Bulleringa,QLD,4871,-17.6115235,143.88892,Far North Queensland,Coastal QLD
2053,Bullfinch,WA,6484,-30.984212,119.116614,East,Eastern WA
2054,Bulli Creek,QLD,4357,-27.98346,150.826261,South,Central & West QLD
2055,Bulli,NSW,2516,-34.333861,150.913281,Wollongong & Illawarra,South Coast NSW
2056,Bulliac,NSW,2422,-31.91636,152.036957,Mid North Coast,"Hunter, Central & Northern NSW"
2057,Bullio,NSW,2575,-34.344617,150.168638,Southern Highlands,South Coast NSW
2058,Bullioh,VIC,3700,-36.175761,147.338065,North Eastern,Northern VIC
2059,Bullock Hills,WA,6317,-33.411194,117.694828,South,Southern WA
2060,Bulloo Downs,QLD,4492,-28.51999,142.942004,South,Central & West QLD
2061,Bullsbrook,WA,6084,-31.670853,116.031245,Eastern Suburbs,Perth
2062,Bullumwaal,VIC,3875,-37.646972,147.531893,North Eastern,Northern VIC
2063,Bullyard,QLD,4671,-24.95524,152.057518,Bundaberg & Wide Bay,Coastal QLD
2064,Bulman Weemol,NT,852,-13.651501,134.317307,Alice Springs,Northern Territory
2065,Buln Buln East,VIC,3821,-38.086402,145.992089,Gippsland,South East VIC
2066,Buln Buln,VIC,3821,-38.100719,145.949167,Gippsland,South East VIC
2067,Bulong,WA,6431,-30.747628,121.792422,East,Eastern WA
2068,Bulwer,QLD,4025,-27.076847,153.367844,Redcliffe / Bribie / Caboolture,Brisbane
2069,Bulyee,WA,6306,-32.369268,117.538229,East,Eastern WA
2070,Bulyeroi,NSW,2387,-29.780297,149.090561,Dubbo & Orana,Regional NSW
2071,Bumbaldry,NSW,2794,-33.906339,148.456385,Central West,Regional NSW
2072,Bumbalong,NSW,2626,-35.861268,149.13088,Capital Monaro & Snowy,Regional NSW
2073,Bumberrah,VIC,3902,-37.792719,147.830756,Lakes & Wilderness,South East VIC
2074,Bumberry,NSW,2870,-33.187179,148.494076,Central West,Regional NSW
2075,Bumbunga,SA,5520,-33.912331,138.228557,Mid North,Mid North SA
2076,Bunbartha,VIC,3634,-36.220101,145.344007,Shepparton & Central North,Northern VIC
2077,Bunburra,QLD,4310,-28.064432,152.687878,Ipswich & West Moreton,South East QLD
2078,Bunbury,SA,5266,-36.237582,139.97306,South East,Southern SA
2079,Bunbury,WA,6230,-33.327112,115.636993,Bunbury & surrounds,Southern WA
2080,Bundabah,NSW,2324,-32.662213,152.074063,Port Stephens,"Hunter, Central & Northern NSW"
2081,Bundaberg Central,QLD,4670,-24.912521,152.367248,Bundaberg & Wide Bay,Coastal QLD
2082,Bundaberg East,QLD,4670,-24.853431,152.380129,Bundaberg & Wide Bay,Coastal QLD
2083,Bundaberg North,QLD,4670,-24.856719,152.345006,Bundaberg & Wide Bay,Coastal QLD
2084,Bundaberg South,QLD,4670,-24.87385,152.362622,Bundaberg & Wide Bay,Coastal QLD
